category,subcategory,date purchased,date first viewed,price,email received
Shirts,T-shirt,2014-02-15,2013-12-03,40.72,1
Pants,Long,2014-02-10,2014-01-14,30.0,1
Shirts,Long-sleeve,2014-02-06,2012-08-09,41.72,0
Shoes,Dress,2014-02-05,2010-01-13,30.72,1
Shoes,Boat,2014-02-12,2010-01-20,59.09,1
Shoes,Sneakers,2014-02-13,2010-01-21,40.09,1
Pants,Long,2014-02-16,2014-01-20,29.72,0
Pants,Long,2014-02-10,2010-01-18,90.6,1
Shoes,Sneakers,2014-02-12,2012-08-15,37.0,1
Pants,Long,2014-02-17,2013-12-05,36.39,1
Shirts,T-shirt,2014-02-16,2012-08-19,82.6,1
Shoes,Dress,2014-02-15,2013-07-29,43.09,1
Shirts,Short-sleeve,2014-02-15,2014-02-05,33.72,1
Pants,Short,2014-02-05,2014-01-26,88.6,1
Pants,Short,2014-02-18,2013-12-06,45.09,1
Shoes,Boat,2014-02-17,2012-08-20,34.0,1
Shoes,Sneakers,2014-02-11,2014-02-01,57.09,1
Shirts,T-shirt,2014-02-05,2013-11-23,26.72,1
Pants,Long,2014-02-08,2013-11-26,39.0,0
Shirts,T-shirt,2014-02-06,2014-01-27,41.09,1
Shoes,Boat,2014-02-10,2014-01-31,85.6,1
Shoes,Dress,2014-02-10,2013-11-28,86.6,1
Pants,Long,2014-02-04,2014-01-08,38.72,1
Pants,Long,2014-02-06,2013-11-24,90.6,1
Shoes,Dress,2014-02-05,2014-01-26,36.0,1
Shoes,Dress,2014-02-05,2012-08-08,42.09,0
Shoes,Boat,2014-02-04,2012-08-07,76.6,1
Pants,Short,2014-02-09,2013-07-23,77.6,1
Pants,Long,2014-02-13,2014-02-03,36.0,1
Shirts,Short-sleeve,2014-02-18,2010-01-26,30.0,0
Shoes,Dress,2014-02-16,2014-02-06,81.6,1
Shoes,Sneakers,2014-02-14,2013-07-28,32.72,1
Shirts,Long-sleeve,2014-02-10,2013-11-28,26.72,1
Shoes,Dress,2014-02-13,2013-07-27,81.6,1
Shoes,Boat,2014-02-14,2014-01-18,84.6,1
Shoes,Boat,2014-02-15,2014-01-19,46.39,1
Shoes,Dress,2014-02-16,2010-01-24,24.72,1
Pants,Long,2014-02-07,2013-07-21,54.09,1
Shoes,Sneakers,2014-02-08,2013-07-22,50.09,1
Shoes,Boat,2014-02-10,2012-08-13,21.0,1
Shoes,Dress,2014-02-13,2013-12-01,32.72,0
Shoes,Boat,2014-02-09,2013-07-23,80.6,1
Shirts,Short-sleeve,2014-02-16,2010-01-24,39.72,0
Shoes,Sneakers,2014-02-05,2013-11-23,84.6,1
Shoes,Dress,2014-02-05,2013-11-23,42.72,0
Shoes,Sneakers,2014-02-05,2010-01-13,45.39,1
Shoes,Boat,2014-02-09,2013-11-27,40.39,1
Pants,Long,2014-02-07,2014-01-28,25.72,0
Shoes,Boat,2014-02-18,2010-01-26,83.6,0
Shirts,Short-sleeve,2014-02-17,2013-12-05,43.39,0
Pants,Long,2014-02-14,2013-12-02,84.6,1
Shoes,Sneakers,2014-02-05,2013-11-23,44.09,0
Shoes,Sneakers,2014-02-14,2013-07-28,23.72,1
Shirts,Short-sleeve,2014-02-18,2014-02-08,31.39,1
Shoes,Sneakers,2014-02-07,2013-07-21,42.72,1
Shoes,Sneakers,2014-02-06,2013-11-24,32.0,1
Shoes,Dress,2014-02-08,2014-01-12,39.72,1
Shoes,Sneakers,2014-02-07,2013-07-21,25.72,1
Shoes,Sneakers,2014-02-06,2010-01-14,93.6,0
Shoes,Sneakers,2014-02-17,2014-01-21,39.39,1
Shoes,Dress,2014-02-18,2014-01-22,78.6,1
Pants,Long,2014-02-14,2012-08-17,38.39,1
Pants,Short,2014-02-11,2010-01-19,42.72,1
Shirts,Long-sleeve,2014-02-06,2013-11-24,34.72,0
Pants,Short,2014-02-07,2013-11-25,74.6,1
Shirts,Short-sleeve,2014-02-06,2012-08-09,82.6,0
Shoes,Sneakers,2014-02-09,2013-11-27,25.72,1
Shoes,Sneakers,2014-02-08,2013-11-26,36.72,1
Shoes,Boat,2014-02-10,2013-11-28,36.0,1
Pants,Long,2014-02-12,2014-02-02,24.0,1
Pants,Long,2014-02-11,2012-08-14,52.09,1
Shoes,Dress,2014-02-14,2014-02-04,92.6,1
Pants,Long,2014-02-04,2014-01-08,27.72,1
Shoes,Boat,2014-02-18,2010-01-26,46.09,1
Shoes,Sneakers,2014-02-17,2010-01-25,76.6,0
Pants,Long,2014-02-11,2012-08-14,26.72,1
Shoes,Dress,2014-02-17,2014-01-21,25.0,1
Pants,Short,2014-02-08,2013-07-22,51.09,1
Pants,Short,2014-02-04,2014-01-25,29.72,1
Shirts,T-shirt,2014-02-15,2010-01-23,82.6,1
Shirts,Long-sleeve,2014-02-07,2014-01-11,51.09,1
Pants,Long,2014-02-13,2013-07-27,41.09,1
Shoes,Dress,2014-02-08,2014-01-29,91.6,1
Pants,Long,2014-02-08,2014-01-29,38.72,1
Pants,Long,2014-02-08,2013-11-26,53.09,1
Shoes,Boat,2014-02-04,2010-01-12,32.72,1
Pants,Short,2014-02-17,2010-01-25,47.39,1
Pants,Long,2014-02-13,2013-07-27,39.72,1
Shoes,Sneakers,2014-02-15,2010-01-23,85.6,1
Pants,Short,2014-02-17,2013-07-31,49.09,0
Shoes,Dress,2014-02-05,2014-01-26,80.6,1
Shirts,Short-sleeve,2014-02-16,2014-01-20,50.09,1
Shirts,Long-sleeve,2014-02-04,2010-01-12,32.39,1
Pants,Long,2014-02-10,2012-08-13,39.72,1
Pants,Short,2014-02-16,2014-02-06,43.09,1
Pants,Long,2014-02-08,2012-08-11,90.6,1
Shirts,Long-sleeve,2014-02-12,2010-01-20,28.39,1
Shirts,Long-sleeve,2014-02-12,2014-02-02,31.0,1
Shoes,Boat,2014-02-13,2014-02-03,22.72,1
Pants,Long,2014-02-16,2014-01-20,40.0,1
Shoes,Sneakers,2014-02-04,2014-01-08,28.0,1
Pants,Short,2014-02-11,2012-08-14,89.6,1
Shirts,Short-sleeve,2014-02-05,2010-01-13,78.6,1
Shirts,T-shirt,2014-02-08,2012-08-11,26.72,1
Shoes,Sneakers,2014-02-07,2013-11-25,41.0,1
Shirts,Long-sleeve,2014-02-17,2013-12-05,30.0,1
Shoes,Boat,2014-02-05,2010-01-13,48.09,1
Shoes,Dress,2014-02-11,2014-02-01,80.6,1
Shirts,T-shirt,2014-02-13,2014-02-03,33.72,0
Shoes,Dress,2014-02-08,2013-11-26,83.6,0
Shoes,Sneakers,2014-02-06,2014-01-27,50.09,0
Shirts,T-shirt,2014-02-07,2014-01-11,87.6,0
Shirts,Short-sleeve,2014-02-11,2013-11-29,47.39,1
Shoes,Boat,2014-02-14,2010-01-22,46.09,1
Shoes,Boat,2014-02-14,2014-01-18,45.39,0
Shirts,T-shirt,2014-02-17,2014-01-21,82.6,1
Shoes,Boat,2014-02-10,2013-07-24,28.39,1
Shoes,Sneakers,2014-02-12,2014-01-16,33.72,1
Shoes,Boat,2014-02-08,2014-01-29,40.0,1
Shoes,Sneakers,2014-02-04,2013-07-18,58.09,1
Shoes,Dress,2014-02-10,2013-11-28,29.0,1
Shoes,Sneakers,2014-02-04,2013-07-18,23.0,1
Shirts,Long-sleeve,2014-02-10,2012-08-13,35.0,1
Shoes,Dress,2014-02-09,2013-11-27,46.39,1
Shoes,Sneakers,2014-02-17,2010-01-25,41.0,1
Shirts,Long-sleeve,2014-02-04,2013-07-18,32.39,1
Pants,Short,2014-02-18,2012-08-21,25.0,1
Shoes,Sneakers,2014-02-13,2012-08-16,25.72,1
Shirts,Short-sleeve,2014-02-17,2013-12-05,40.39,1
Shoes,Boat,2014-02-07,2012-08-10,41.0,0
Shoes,Sneakers,2014-02-17,2013-12-05,36.39,1
Shoes,Dress,2014-02-11,2012-08-14,76.6,1
Pants,Short,2014-02-11,2014-02-01,46.39,1
Shirts,T-shirt,2014-02-04,2012-08-07,47.39,1
Shoes,Sneakers,2014-02-14,2014-02-04,32.72,1
Shoes,Dress,2014-02-04,2013-07-18,51.09,1
Pants,Long,2014-02-15,2012-08-18,33.39,1
Pants,Long,2014-02-06,2014-01-10,42.72,1
Pants,Long,2014-02-08,2014-01-12,36.0,1
Shoes,Dress,2014-02-13,2013-07-27,27.0,1
Pants,Short,2014-02-09,2012-08-12,31.0,1
Shoes,Sneakers,2014-02-15,2013-12-03,35.39,1
Shoes,Boat,2014-02-18,2014-01-22,29.0,1
Shirts,T-shirt,2014-02-13,2014-02-03,37.39,1
Shoes,Dress,2014-02-09,2012-08-12,26.72,0
Shoes,Boat,2014-02-06,2010-01-14,40.0,1
Shoes,Dress,2014-02-07,2010-01-15,39.39,1
Shirts,T-shirt,2014-02-06,2010-01-14,38.0,1
Pants,Long,2014-02-08,2013-11-26,59.09,1
Shirts,Short-sleeve,2014-02-15,2010-01-23,28.39,1
Shoes,Sneakers,2014-02-18,2013-12-06,24.0,1
Pants,Short,2014-02-11,2014-02-01,57.09,1
Shoes,Sneakers,2014-02-12,2014-02-02,27.0,1
Shirts,Long-sleeve,2014-02-05,2014-01-09,25.0,1
Shoes,Boat,2014-02-10,2013-07-24,34.0,1
Shoes,Dress,2014-02-17,2014-01-21,25.72,1
Shoes,Dress,2014-02-12,2013-07-26,41.0,1
Shoes,Boat,2014-02-04,2012-08-07,57.09,1
Shoes,Boat,2014-02-17,2014-02-07,41.0,0
Pants,Short,2014-02-07,2013-11-25,41.0,1
Shirts,T-shirt,2014-02-07,2014-01-28,35.39,0
Pants,Short,2014-02-10,2014-01-31,46.09,1
Shoes,Sneakers,2014-02-06,2010-01-14,33.0,0
Shoes,Dress,2014-02-13,2013-07-27,42.39,1
Pants,Long,2014-02-05,2014-01-26,44.09,1
Shirts,Short-sleeve,2014-02-09,2012-08-12,75.6,1
Shirts,Short-sleeve,2014-02-09,2014-01-13,22.0,1
Shoes,Sneakers,2014-02-13,2013-12-01,40.39,1
Shoes,Sneakers,2014-02-10,2014-01-31,25.72,0
Shoes,Sneakers,2014-02-08,2010-01-16,28.72,0
Shoes,Dress,2014-02-10,2013-11-28,81.6,1
Shoes,Dress,2014-02-07,2013-07-21,55.09,1
Shirts,T-shirt,2014-02-07,2010-01-15,21.0,0
Pants,Short,2014-02-05,2014-01-26,29.39,1
Pants,Short,2014-02-14,2010-01-22,41.39,1
Shoes,Dress,2014-02-14,2013-07-28,33.39,0
Pants,Short,2014-02-17,2013-07-31,42.39,1
Shoes,Sneakers,2014-02-08,2014-01-12,86.6,1
Pants,Long,2014-02-14,2012-08-17,58.09,1
Shoes,Sneakers,2014-02-15,2013-07-29,89.6,1
Shoes,Boat,2014-02-08,2013-07-22,41.09,1
Shoes,Boat,2014-02-12,2010-01-20,30.0,1
Shoes,Dress,2014-02-12,2012-08-15,89.6,0
Pants,Long,2014-02-09,2013-07-23,79.6,0
Shoes,Dress,2014-02-10,2014-01-14,86.6,1
Pants,Long,2014-02-12,2013-11-30,25.0,0
Shoes,Dress,2014-02-14,2010-01-22,28.0,1
Pants,Short,2014-02-18,2010-01-26,52.09,1
Shirts,T-shirt,2014-02-13,2014-02-03,22.0,1
Pants,Long,2014-02-05,2013-11-23,24.0,1
Pants,Short,2014-02-08,2010-01-16,81.6,1
Pants,Long,2014-02-09,2010-01-17,28.39,1
Shoes,Sneakers,2014-02-15,2013-07-29,42.09,1
Shoes,Boat,2014-02-16,2013-12-04,40.0,1
Shoes,Boat,2014-02-08,2010-01-16,80.6,1
Pants,Long,2014-02-04,2014-01-08,38.0,1
Pants,Long,2014-02-05,2012-08-08,85.6,1
Pants,Long,2014-02-04,2014-01-08,28.72,1
Shoes,Sneakers,2014-02-09,2013-07-23,21.0,0
Shirts,Long-sleeve,2014-02-04,2014-01-08,38.39,1
Pants,Short,2014-02-13,2014-02-03,48.09,1
Shirts,Long-sleeve,2014-02-11,2010-01-19,42.09,0
Shoes,Sneakers,2014-02-08,2012-08-11,85.6,1
Shoes,Dress,2014-02-05,2010-01-13,93.6,0
Pants,Short,2014-02-18,2010-01-26,21.0,0
Shoes,Sneakers,2014-02-15,2012-08-18,48.09,0
Shoes,Dress,2014-02-18,2013-08-01,29.39,1
Pants,Short,2014-02-05,2012-08-08,31.0,1
Shoes,Boat,2014-02-11,2014-02-01,86.6,0
Shoes,Boat,2014-02-08,2014-01-29,43.09,1
Shoes,Dress,2014-02-05,2014-01-09,79.6,1
Shirts,T-shirt,2014-02-16,2012-08-19,52.09,0
Shoes,Sneakers,2014-02-12,2012-08-15,37.72,1
Shoes,Dress,2014-02-07,2013-11-25,41.0,1
Pants,Short,2014-02-11,2013-07-25,38.39,0
Shirts,T-shirt,2014-02-15,2012-08-18,59.09,0
Shoes,Boat,2014-02-07,2010-01-15,25.0,1
Shoes,Dress,2014-02-14,2013-12-02,85.6,1
Pants,Short,2014-02-14,2013-12-02,37.72,1
Shoes,Boat,2014-02-10,2014-01-14,25.0,1
Pants,Long,2014-02-12,2012-08-15,31.39,1
Shirts,T-shirt,2014-02-09,2010-01-17,42.39,1
Shoes,Boat,2014-02-08,2014-01-12,45.39,1
Pants,Long,2014-02-13,2013-12-01,92.6,1
Pants,Short,2014-02-16,2013-07-30,41.39,0
Pants,Long,2014-02-14,2013-07-28,35.0,0
Shoes,Dress,2014-02-05,2010-01-13,34.72,1
Shoes,Sneakers,2014-02-18,2013-08-01,58.09,1
Shoes,Dress,2014-02-09,2014-01-13,38.72,1
Shoes,Sneakers,2014-02-04,2013-11-22,42.09,1
Shirts,Long-sleeve,2014-02-17,2010-01-25,57.09,1
Shoes,Sneakers,2014-02-05,2012-08-08,54.09,1
Shirts,T-shirt,2014-02-18,2010-01-26,44.39,1
Shirts,T-shirt,2014-02-15,2013-12-03,36.39,1
Pants,Long,2014-02-11,2013-11-29,56.09,1
Pants,Short,2014-02-17,2013-07-31,32.0,1
Pants,Long,2014-02-07,2010-01-15,76.6,1
Shirts,Long-sleeve,2014-02-14,2014-01-18,77.6,1
Shoes,Dress,2014-02-11,2012-08-14,37.72,1
Shoes,Sneakers,2014-02-07,2014-01-28,55.09,1
Shirts,Short-sleeve,2014-02-12,2013-07-26,42.72,0
Shoes,Dress,2014-02-14,2014-01-18,57.09,0
Pants,Long,2014-02-06,2010-01-14,30.39,0
Shoes,Dress,2014-02-04,2012-08-07,41.72,1
Shoes,Dress,2014-02-10,2013-07-24,33.0,1
Shoes,Sneakers,2014-02-14,2013-12-02,37.39,1
Shirts,Long-sleeve,2014-02-07,2014-01-11,86.6,1
Pants,Short,2014-02-07,2014-01-28,31.39,1
Shoes,Boat,2014-02-05,2014-01-09,29.0,1
Shirts,T-shirt,2014-02-08,2010-01-16,32.72,1
Shirts,Long-sleeve,2014-02-09,2012-08-12,23.0,1
Shoes,Dress,2014-02-17,2014-02-07,41.09,1
Pants,Long,2014-02-15,2013-07-29,35.39,1
Shoes,Sneakers,2014-02-17,2014-01-21,46.39,0
Shoes,Sneakers,2014-02-16,2012-08-19,41.39,1
Pants,Short,2014-02-07,2014-01-11,34.0,1
Shoes,Boat,2014-02-15,2012-08-18,29.0,1
Pants,Long,2014-02-13,2014-01-17,57.09,1
Pants,Short,2014-02-12,2013-07-26,48.09,1
Pants,Short,2014-02-06,2012-08-09,47.39,1
Shoes,Sneakers,2014-02-07,2012-08-10,94.6,1
Shoes,Boat,2014-02-11,2013-07-25,50.09,1
Pants,Short,2014-02-11,2014-01-15,40.39,1
Shoes,Boat,2014-02-13,2010-01-21,88.6,1
Shoes,Boat,2014-02-10,2014-01-31,35.72,0
Shoes,Boat,2014-02-07,2014-01-28,38.72,1
Pants,Long,2014-02-12,2014-01-16,44.39,1
Shoes,Dress,2014-02-09,2013-07-23,82.6,1
Pants,Long,2014-02-17,2013-12-05,43.39,1
Pants,Long,2014-02-16,2013-07-30,38.39,1
Shirts,T-shirt,2014-02-11,2013-11-29,33.39,1
Shirts,Long-sleeve,2014-02-08,2014-01-12,40.39,1
Shoes,Boat,2014-02-12,2013-11-30,75.6,1
Pants,Short,2014-02-18,2012-08-21,34.72,0
Shoes,Boat,2014-02-04,2014-01-25,22.72,1
Shoes,Boat,2014-02-16,2014-02-06,24.0,1
Shoes,Boat,2014-02-10,2013-11-28,39.0,1
Shoes,Dress,2014-02-06,2013-11-24,76.6,1
Pants,Short,2014-02-14,2013-07-28,26.72,1
Pants,Long,2014-02-10,2014-01-31,28.0,0
Shoes,Sneakers,2014-02-14,2013-07-28,40.09,1
Shirts,Long-sleeve,2014-02-15,2014-02-05,39.72,1
Pants,Short,2014-02-16,2010-01-24,35.72,1
Shoes,Dress,2014-02-07,2013-07-21,39.0,0
Shoes,Sneakers,2014-02-10,2013-11-28,91.6,1
Shirts,Short-sleeve,2014-02-18,2014-02-08,42.39,1
Shoes,Boat,2014-02-13,2014-02-03,39.0,1
Shoes,Sneakers,2014-02-13,2013-07-27,56.09,1
Shoes,Dress,2014-02-16,2014-02-06,26.72,1
Shoes,Sneakers,2014-02-05,2014-01-09,24.72,1
Shoes,Boat,2014-02-16,2013-12-04,77.6,0
Shoes,Sneakers,2014-02-17,2012-08-20,60.09,1
Shirts,T-shirt,2014-02-13,2014-02-03,53.09,1
Pants,Long,2014-02-14,2012-08-17,79.6,1
Shoes,Sneakers,2014-02-13,2012-08-16,28.72,0
Shoes,Dress,2014-02-11,2014-02-01,59.09,0
Pants,Long,2014-02-14,2013-07-28,28.0,1
Shoes,Dress,2014-02-08,2013-11-26,89.6,1
Pants,Long,2014-02-12,2012-08-15,41.39,1
Pants,Long,2014-02-16,2012-08-19,25.0,1
Shoes,Dress,2014-02-11,2014-02-01,31.72,1
Shoes,Dress,2014-02-05,2012-08-08,30.72,1
Pants,Short,2014-02-10,2010-01-18,30.39,1
Shoes,Boat,2014-02-04,2014-01-08,28.0,1
Pants,Long,2014-02-16,2012-08-19,40.09,1
Shoes,Dress,2014-02-13,2010-01-21,83.6,1
Shoes,Dress,2014-02-05,2014-01-26,30.72,1
Pants,Short,2014-02-12,2010-01-20,81.6,1
Shoes,Sneakers,2014-02-07,2012-08-10,88.6,1
Pants,Long,2014-02-05,2013-11-23,32.39,1
Shoes,Dress,2014-02-04,2014-01-25,45.09,1
Pants,Long,2014-02-16,2014-01-20,45.39,0
Shoes,Dress,2014-02-18,2010-01-26,26.72,0
Shoes,Sneakers,2014-02-17,2013-12-05,46.09,1
Shoes,Sneakers,2014-02-10,2013-11-28,36.72,1
Shoes,Dress,2014-02-11,2010-01-19,22.72,1
Pants,Short,2014-02-15,2012-08-18,24.0,1
Shoes,Sneakers,2014-02-05,2014-01-09,29.72,1
Shoes,Boat,2014-02-05,2014-01-09,59.09,1
Shoes,Boat,2014-02-08,2014-01-12,27.0,1
Shoes,Sneakers,2014-02-10,2012-08-13,28.39,1
Shoes,Dress,2014-02-14,2013-12-02,36.72,1
Pants,Short,2014-02-04,2010-01-12,79.6,1
Shirts,Long-sleeve,2014-02-07,2013-11-25,26.72,1
Pants,Long,2014-02-09,2013-11-27,46.39,0
Shoes,Boat,2014-02-13,2014-02-03,34.39,1
Shoes,Dress,2014-02-09,2014-01-30,39.39,1
Shoes,Dress,2014-02-06,2013-11-24,21.0,1
Shoes,Sneakers,2014-02-16,2014-01-20,36.0,1
Shirts,T-shirt,2014-02-16,2014-01-20,47.39,1
Pants,Short,2014-02-15,2013-12-03,25.0,1
Shirts,Long-sleeve,2014-02-10,2013-07-24,74.6,0
Shoes,Sneakers,2014-02-05,2010-01-13,84.6,0
Shoes,Sneakers,2014-02-07,2010-01-15,36.39,1
Pants,Long,2014-02-07,2012-08-10,82.6,1
Shoes,Sneakers,2014-02-18,2013-08-01,25.72,1
Shirts,T-shirt,2014-02-10,2014-01-14,84.6,1
Pants,Long,2014-02-06,2014-01-10,28.72,1
Pants,Short,2014-02-04,2010-01-12,54.09,1
Shoes,Boat,2014-02-09,2010-01-17,24.0,1
Shirts,Short-sleeve,2014-02-12,2013-07-26,29.39,1
Pants,Long,2014-02-11,2014-01-15,21.0,0
Shirts,T-shirt,2014-02-06,2013-11-24,36.39,1
Shoes,Boat,2014-02-11,2013-11-29,78.6,1
Shirts,Long-sleeve,2014-02-16,2012-08-19,34.39,0
Shoes,Dress,2014-02-11,2014-02-01,43.39,1
Shoes,Sneakers,2014-02-09,2014-01-13,38.0,1
Shoes,Boat,2014-02-05,2014-01-09,45.09,1
Shoes,Dress,2014-02-04,2014-01-25,21.0,1
Shirts,T-shirt,2014-02-07,2014-01-11,28.0,1
Shoes,Sneakers,2014-02-05,2013-11-23,35.72,1
Pants,Short,2014-02-14,2014-02-04,43.39,1
Shoes,Boat,2014-02-12,2013-07-26,26.72,1
Shirts,T-shirt,2014-02-17,2013-07-31,45.39,1
Shirts,Short-sleeve,2014-02-08,2013-07-22,53.09,0
Shirts,Long-sleeve,2014-02-06,2014-01-27,44.09,0
Shoes,Sneakers,2014-02-07,2010-01-15,84.6,1
Shoes,Boat,2014-02-18,2010-01-26,57.09,1
Pants,Long,2014-02-17,2013-07-31,43.09,0
Shirts,Short-sleeve,2014-02-13,2014-01-17,60.09,1
Shoes,Sneakers,2014-02-17,2013-12-05,33.72,1
Shoes,Dress,2014-02-04,2010-01-12,32.72,1
Shirts,T-shirt,2014-02-17,2013-12-05,79.6,0
Shoes,Dress,2014-02-10,2014-01-31,91.6,0
Pants,Short,2014-02-18,2010-01-26,24.0,1
Pants,Short,2014-02-06,2013-11-24,37.0,1
Shoes,Boat,2014-02-17,2010-01-25,35.39,1
Shoes,Sneakers,2014-02-08,2013-11-26,29.39,1
Pants,Short,2014-02-16,2010-01-24,39.72,1
Shoes,Dress,2014-02-16,2012-08-19,57.09,0
Shirts,Short-sleeve,2014-02-04,2010-01-12,83.6,1
Shoes,Sneakers,2014-02-16,2013-07-30,94.6,1
Shoes,Boat,2014-02-11,2010-01-19,28.0,1
Shirts,Long-sleeve,2014-02-09,2010-01-17,51.09,1
Shoes,Boat,2014-02-15,2013-07-29,31.72,1
Shoes,Dress,2014-02-04,2012-08-07,23.72,1
Shirts,Short-sleeve,2014-02-04,2014-01-25,46.09,1
Shirts,Short-sleeve,2014-02-11,2013-11-29,35.0,1
Shoes,Boat,2014-02-07,2010-01-15,31.39,1
Shirts,T-shirt,2014-02-14,2014-02-04,34.39,1
Pants,Long,2014-02-17,2010-01-25,32.72,1
Shoes,Boat,2014-02-10,2013-07-24,53.09,1
Shirts,Short-sleeve,2014-02-09,2013-11-27,57.09,1
Shirts,Long-sleeve,2014-02-08,2010-01-16,40.0,0
Pants,Long,2014-02-15,2010-01-23,40.0,0
Shoes,Sneakers,2014-02-09,2014-01-13,44.39,0
Shirts,Long-sleeve,2014-02-08,2013-07-22,88.6,0
Shirts,T-shirt,2014-02-16,2014-02-06,29.72,1
Shoes,Dress,2014-02-17,2013-12-05,50.09,0
Shoes,Boat,2014-02-08,2012-08-11,23.72,1
Pants,Short,2014-02-08,2013-07-22,54.09,1
Shirts,T-shirt,2014-02-07,2012-08-10,30.72,1
Pants,Long,2014-02-04,2014-01-25,33.72,1
Shirts,Long-sleeve,2014-02-11,2010-01-19,43.39,1
Shoes,Boat,2014-02-14,2013-07-28,47.09,1
Pants,Short,2014-02-06,2014-01-10,40.39,1
Shirts,Short-sleeve,2014-02-11,2014-02-01,89.6,1
Shoes,Boat,2014-02-18,2013-08-01,86.6,0
Shirts,Long-sleeve,2014-02-16,2013-12-04,51.09,1
Pants,Long,2014-02-06,2014-01-10,37.39,1
Shoes,Boat,2014-02-11,2013-11-29,39.39,0
Shoes,Boat,2014-02-10,2014-01-14,53.09,1
Pants,Long,2014-02-17,2012-08-20,57.09,1
Shoes,Dress,2014-02-05,2012-08-08,44.39,1
Shirts,Long-sleeve,2014-02-15,2014-02-05,29.72,1
Shoes,Sneakers,2014-02-10,2014-01-31,41.0,0
Shoes,Sneakers,2014-02-08,2013-11-26,41.39,1
Shirts,T-shirt,2014-02-05,2010-01-13,28.39,1
Pants,Long,2014-02-06,2013-07-20,22.0,1
Pants,Short,2014-02-14,2010-01-22,60.09,1
Shoes,Dress,2014-02-05,2013-07-19,38.39,1
Shoes,Boat,2014-02-05,2010-01-13,36.39,1
Pants,Short,2014-02-10,2013-11-28,23.72,1
Shoes,Dress,2014-02-09,2012-08-12,29.0,1
Pants,Short,2014-02-12,2013-07-26,36.72,0
Shoes,Dress,2014-02-08,2014-01-29,30.0,0
Pants,Long,2014-02-05,2010-01-13,50.09,1
Shoes,Boat,2014-02-04,2012-08-07,93.6,1
Shoes,Sneakers,2014-02-04,2010-01-12,85.6,1
Shirts,T-shirt,2014-02-15,2013-07-29,91.6,1
Shoes,Dress,2014-02-15,2013-12-03,32.0,1
Shoes,Sneakers,2014-02-04,2013-11-22,48.09,0
Shoes,Dress,2014-02-11,2012-08-14,23.0,1
Shoes,Sneakers,2014-02-12,2014-01-16,34.0,1
Shirts,T-shirt,2014-02-14,2014-02-04,24.0,0
Shirts,T-shirt,2014-02-04,2013-07-18,36.72,1
Shoes,Sneakers,2014-02-06,2014-01-27,29.72,1
Shoes,Sneakers,2014-02-12,2012-08-15,33.39,1
Shoes,Sneakers,2014-02-13,2014-02-03,34.72,1
Pants,Short,2014-02-16,2010-01-24,39.0,1
Pants,Long,2014-02-04,2013-11-22,84.6,0
Shoes,Boat,2014-02-11,2014-02-01,31.72,1
Shoes,Boat,2014-02-13,2014-01-17,26.0,1
Pants,Long,2014-02-17,2013-12-05,58.09,1
Shoes,Dress,2014-02-18,2013-08-01,34.72,1
Shoes,Dress,2014-02-18,2013-08-01,31.0,1
Shoes,Boat,2014-02-13,2013-12-01,41.72,1
Pants,Short,2014-02-16,2014-01-20,56.09,0
Shoes,Sneakers,2014-02-05,2014-01-26,35.39,1
Shoes,Dress,2014-02-11,2013-11-29,53.09,1
Shoes,Dress,2014-02-05,2012-08-08,43.09,1
Shoes,Boat,2014-02-08,2010-01-16,53.09,1
Shoes,Dress,2014-02-08,2013-11-26,28.39,0
Shoes,Boat,2014-02-16,2013-12-04,30.72,0
Pants,Long,2014-02-05,2013-11-23,35.39,1
Pants,Short,2014-02-14,2013-12-02,39.72,1
Pants,Long,2014-02-13,2013-07-27,28.72,1
Shirts,T-shirt,2014-02-14,2012-08-17,21.0,1
Pants,Short,2014-02-08,2013-07-22,43.09,0
Pants,Short,2014-02-04,2014-01-25,74.6,1
Shirts,T-shirt,2014-02-18,2013-08-01,74.6,1
Shirts,Short-sleeve,2014-02-15,2014-02-05,31.0,1
Pants,Short,2014-02-11,2013-11-29,90.6,0
Shirts,T-shirt,2014-02-07,2010-01-15,27.39,1
Shoes,Dress,2014-02-11,2013-11-29,46.09,1
Shoes,Sneakers,2014-02-06,2014-01-27,47.09,0
Shoes,Dress,2014-02-14,2010-01-22,57.09,1
Pants,Short,2014-02-12,2014-01-16,37.39,1
Shoes,Sneakers,2014-02-12,2014-01-16,41.72,1
Shoes,Boat,2014-02-15,2013-07-29,32.39,1
Shoes,Dress,2014-02-05,2014-01-09,40.39,0
Shoes,Sneakers,2014-02-04,2012-08-07,42.72,1
Shirts,Long-sleeve,2014-02-12,2013-07-26,94.6,0
Shoes,Dress,2014-02-04,2013-11-22,31.39,1
Shirts,Short-sleeve,2014-02-14,2013-07-28,42.72,1
Pants,Short,2014-02-05,2010-01-13,36.0,1
Shirts,T-shirt,2014-02-12,2013-11-30,33.39,1
Shirts,T-shirt,2014-02-09,2013-11-27,32.0,1
Shoes,Sneakers,2014-02-06,2014-01-27,90.6,1
Pants,Short,2014-02-07,2012-08-10,51.09,1
Pants,Long,2014-02-13,2014-02-03,89.6,0
Shoes,Sneakers,2014-02-08,2012-08-11,30.0,1
Shoes,Dress,2014-02-13,2013-07-27,82.6,1
Pants,Long,2014-02-12,2014-02-02,82.6,1
